label,date,F1
10718,1549,0
10719,1532,0
10720,1533,0
10721,1513,0
10722,1457,0
10723,1433,0
10724,1321,0
10725,1208,0
10726,1163,0
10727,1127,0
10728,1090,0
10729,1035,0
10730,985,0
10731,960,0
10732,938,0
10733,941,0
10734,944,0
10735,945,0
10736,948,0
10737,926,0
10738,925,0
10739,926,0
10740,923,0
10741,936,0
10742,943,0
10743,945,0
10744,947,0
10745,955,0
10746,954,0
10747,954,0
10748,937,0
10749,949,0
10750,957,0
10751,953,0
10752,969,0
10753,940,0
10754,940,0
10755,934,0
10756,940,0
10757,938,0
10758,934,0
10759,943,0
10760,935,0
10761,933,0
10762,938,0
10763,936,0
10764,939,0
10765,932,0
10766,942,0
10767,949,0
10768,940,0
10769,963,0
10770,958,0
10771,965,0
10772,970,0
10773,970,0
10774,965,0
10775,941,0
10776,948,0
10777,967,0
10778,984,0
10779,1025,0
10780,1074,0
10781,1117,0
10782,1153,0
10783,1211,0
10784,1258,0
10785,1315,0
10786,1354,0
10787,1476,0
10788,1464,0
10789,1510,0
10790,1500,0
10791,1519,0
10792,1556,0
10793,1549,0
10794,1601,0
10795,1620,0
10796,1597,0
10797,1654,0
10798,1645,0
10799,1683,0
10800,1662,0
10801,1625,0
10802,1606,0
10803,1629,0
10804,1633,0
10805,1662,0
10806,1640,0
10807,1587,0
10808,1600,0
10809,1534,0
10810,1478,0
10811,1514,0
10812,1553,0
10813,1514,0
10814,1491,0
10815,1539,0
10816,1571,0
10817,1486,0
10818,1455,0
10819,1417,0
10820,1373,0
10821,1257,0
10822,1235,0
10823,1170,0
10824,1155,0
10825,1128,0
10826,1077,0
10827,1079,0
10828,1048,0
10829,1006,0
10830,1013,0
10831,993,0
10832,992,0
10833,1021,0
10834,994,0
10835,1009,0
10836,1004,0
10837,991,0
10838,1004,0
10839,978,0
10840,1016,0
10841,1001,0
10842,1025,0
10843,1008,0
10844,1002,0
10845,1000,0
10846,1009,0
10847,999,0
10848,1007,0
10849,1004,0
10850,1007,0
10851,970,0
10852,983,0
10853,979,0
10854,983,0
10855,998,0
10856,986,0
10857,993,0
10858,996,0
10859,1015,0
10860,1021,0
10861,996,0
10862,992,0
10863,992,0
10864,998,0
10865,990,0
10866,1009,0
10867,1018,0
10868,986,0
10869,1002,0
10870,992,0
10871,987,0
10872,997,0
10873,1027,0
10874,1020,0
10875,1052,0
10876,1067,0
10877,1100,0
10878,1169,0
10879,1242,0
10880,1287,0
10881,1328,0
10882,1430,0
10883,1592,0
10884,1625,0
10885,1629,0
10886,1649,0
10887,1785,0
10888,1764,0
10889,1691,0
10890,1645,0
10891,1684,0
10892,1675,0
10893,1688,0
10894,1647,0
10895,1689,0
10896,1721,0
10897,1648,0
10898,1630,0
10899,1668,0
10900,1616,0
10901,1605,0
10902,1633,0
10903,1660,0
10904,1644,0
10905,1650,0
10906,1564,0
10907,1549,0
10908,1547,0
10909,1560,0
10910,1505,0
10911,1517,0
10912,1530,0
10913,1434,0
10914,1448,0
10915,1391,0
10916,1334,0
10917,1225,0
10918,1184,0
10919,1147,0
10920,1127,0
10921,1080,0
10922,1026,0
10923,979,0
10924,983,0
10925,943,0
10926,931,0
10927,918,0
10928,901,0
10929,906,0
10930,905,0
10931,892,0
10932,898,0
10933,914,0
10934,897,0
10935,920,0
10936,947,0
10937,933,0
10938,922,0
10939,911,0
10940,907,0
10941,935,0
10942,929,0
10943,933,0
10944,924,0
10945,910,0
10946,915,0
10947,915,0
10948,894,0
10949,898,0
10950,914,0
10951,936,0
10952,907,0
10953,889,0
10954,888,0
10955,879,0
10956,866,0
10957,872,0
10958,886,0
10959,875,0
10960,877,0
10961,893,0
10962,900,0
10963,911,0
10964,916,0
10965,899,0
10966,905,0
10967,925,0
10968,929,0
10969,953,0
10970,977,0
10971,976,0
10972,990,0
10973,1024,0
10974,1106,0
10975,1171,0
10976,1224,0
10977,1305,0
10978,1402,0
10979,1543,0
10980,1449,0
10981,1301,0
10982,1364,0
10983,1460,0
10984,1431,0
10985,1360,0
10986,1449,0
10987,1465,0
10988,1479,0
10989,1385,0
10990,1387,0
10991,1388,0
10992,1362,0
10993,1400,0
10994,1391,0
10995,1414,0
10996,1640,0
10997,1664,0
10998,1652,0
10999,1639,0
11000,1645,0
11001,1622,0
11002,1591,0
11003,1542,0
11004,1560,0
11005,1552,0
11006,1519,0
11007,1461,0
11008,1420,0
11009,1357,0
11010,1348,0
11011,1303,0
11012,1247,0
11013,1149,0
11014,1127,0
11015,1074,0
11016,1058,0
11017,1013,0
11018,973,0
11019,937,0
11020,929,0
11021,932,0
11022,932,0
11023,920,0
11024,945,0
11025,924,0
11026,935,0
11027,948,0
11028,961,0
11029,952,0
11030,987,0
11031,983,0
11032,988,0
11033,995,0
11034,989,0
11035,982,0
11036,965,0
11037,984,0
11038,975,0
11039,982,0
11040,980,0
11041,974,1
11042,951,1
11043,931,1
11044,918,1
11045,925,1
11046,924,1
11047,929,1
11048,921,1
11049,920,1
11050,929,1
11051,943,1
11052,947,1
11053,936,1
11054,956,1
11055,961,1
11056,945,1
11057,959,1
11058,943,1
11059,947,1
11060,933,1
11061,955,1
11062,955,1
11063,962,1
11064,949,1
11065,956,1
11066,941,1
11067,931,1
11068,936,1
11069,936,1
11070,906,1
11071,918,1
11072,907,1
11073,878,1
11074,883,1
11075,885,1
11076,878,1
11077,876,1
11078,868,1
11079,882,1
11080,896,1
11081,876,1
11082,868,1
11083,858,1
11084,870,1
11085,851,1
11086,855,1
11087,855,1
11088,869,1
11089,872,1
11090,857,1
11091,854,1
11092,842,1
11093,843,1
11094,838,1
11095,822,1
11096,796,1
11097,835,1
11098,823,1
11099,823,1
11100,824,1
11101,840,1
11102,848,1
11103,875,1
11104,866,1
11105,900,1
11106,887,1
11107,894,1
11108,891,1
11109,896,1
11110,855,1
11111,875,1
11112,869,1
11113,867,1
11114,895,1
11115,877,1
11116,894,1
11117,866,1
11118,865,1
11119,882,1
11120,897,1
11121,892,1
11122,888,1
11123,878,1
11124,844,1
11125,880,1
11126,870,1
11127,868,1
11128,850,1
11129,849,1
11130,850,1
11131,850,1
11132,852,1
11133,855,1
11134,851,1
11135,845,1
11136,852,1
11137,843,1
11138,847,1
11139,835,1
11140,822,1
11141,827,1
11142,833,1
11143,830,1
11144,830,1
11145,838,1
11146,829,1
11147,853,1
11148,848,1
11149,848,1
11150,855,1
11151,861,1
11152,849,1
11153,857,1
11154,864,1
11155,855,1
11156,859,1
11157,867,1
11158,856,1
11159,855,1
11160,863,1
11161,861,1
11162,853,1
11163,867,1
11164,839,1
11165,851,1
11166,854,1
11167,862,1
11168,850,1
11169,838,1
11170,838,1
11171,858,1
11172,850,1
11173,840,1
11174,846,1
11175,857,1
11176,847,1
11177,857,1
11178,859,1
11179,858,1
11180,862,1
11181,864,1
11182,854,1
11183,870,1
11184,853,1
11185,858,1
11186,861,1
11187,849,1
11188,865,1
11189,869,1
11190,855,1
11191,862,1
11192,866,1
11193,862,1
11194,879,1
11195,876,1
11196,860,1
11197,847,1
11198,851,1
11199,842,1
11200,830,1
11201,844,1
11202,846,1
11203,861,1
11204,853,1
11205,817,1
11206,817,1
11207,822,1
11208,837,1
11209,837,1
11210,847,1
11211,868,1
11212,867,1
11213,871,1
11214,868,1
11215,881,1
11216,873,1
11217,862,1
11218,872,1
11219,870,1
11220,873,1
11221,872,1
11222,874,1
11223,877,1
11224,877,1
11225,883,1
11226,886,1
11227,889,1
11228,898,1
11229,897,1
11230,910,1
11231,904,1
11232,905,1
12577,826,0
12578,840,0
12579,812,0
12580,868,0
12581,870,0
12582,839,0
12583,799,0
12584,809,0
12585,846,0
12586,811,0
12587,816,0
12588,841,0
12589,840,0
12590,843,0
12591,838,0
12592,848,0
12593,854,0
12594,865,0
12595,877,0
12596,850,0
12597,865,0
12598,870,0
12599,903,0
12600,872,0
12601,876,0
12602,877,0
12603,884,0
12604,906,0
12605,945,0
12606,968,0
12607,1058,0
12608,1121,0
12609,1189,0
12610,1253,0
12611,1391,0
12612,1416,0
12613,1495,0
12614,1548,0
12615,1620,0
12616,1658,0
12617,1544,0
12618,1577,0
12619,1587,0
12620,1584,0
12621,1636,0
12622,1569,0
12623,1577,0
12624,1551,0
12625,1564,0
12626,1592,0
12627,1571,0
12628,1532,0
12629,1507,0
12630,1539,0
12631,1580,0
12632,1605,0
12633,1626,0
12634,1519,0
12635,1538,0
12636,1571,0
12637,1534,0
12638,1532,0
12639,1521,0
12640,1435,0
12641,1465,0
12642,1430,0
12643,1423,0
12644,1343,0
12645,1239,0
12646,1197,0
12647,1137,0
12648,1143,0
12649,1075,0
12650,1000,0
12651,994,0
12652,987,0
12653,946,0
12654,909,0
12655,932,0
12656,915,0
12657,923,0
12658,929,0
12659,911,0
12660,948,0
12661,973,0
12662,956,0
12663,970,0
12664,961,0
12665,972,0
12666,972,0
12667,991,0
12668,960,0
12669,959,0
12670,968,0
12671,950,0
12672,936,0
12673,945,0
12674,960,0
12675,956,0
12676,957,0
12677,944,0
12678,941,0
12679,959,0
12680,961,0
12681,933,0
12682,937,0
12683,924,0
12684,932,0
12685,935,0
12686,935,0
12687,941,0
12688,935,0
12689,930,0
12690,927,0
12691,949,0
12692,937,0
12693,929,0
12694,926,0
12695,909,0
12696,917,0
12697,934,0
12698,952,0
12699,978,0
12700,1005,0
12701,1031,0
12702,1090,0
12703,1174,0
12704,1187,0
12705,1263,0
12706,1315,0
12707,1428,0
12708,1484,0
12709,1492,0
12710,1514,0
12711,1583,0
12712,1653,0
12713,1548,0
12714,1529,0
12715,1584,0
12716,1611,0
12717,1609,0
12718,1609,0
12719,1562,0
12720,1548,0
12721,1539,0
12722,1539,0
12723,1551,0
12724,1580,0
12725,1614,0
12726,1657,0
12727,1646,0
12728,1602,0
12729,1527,0
12730,1267,0
12731,1397,0
12732,1569,0
12733,1537,0
12734,1534,0
12735,1521,0
12736,1494,0
12737,1429,0
12738,1433,0
12739,1400,0
12740,1333,0
12741,1273,0
12742,1227,0
12743,1179,0
12744,1130,0
12745,1107,0
12746,1067,0
12747,1024,0
12748,1002,0
12749,983,0
12750,985,0
12751,971,0
12752,966,0
12753,958,0
12754,954,0
12755,943,0
12756,933,0
12757,941,0
12758,940,0
12759,932,0
12760,950,0
12761,949,0
12762,951,0
12763,934,0
12764,928,0
12765,930,0
12766,936,0
12767,943,0
12768,938,0
12769,942,0
12770,936,0
12771,944,0
12772,938,0
12773,933,0
12774,943,0
12775,937,0
12776,942,0
12777,941,0
12778,935,0
12779,930,0
12780,935,0
12781,941,0
12782,942,0
12783,933,0
12784,936,0
12785,935,0
12786,933,0
12787,955,0
12788,948,0
12789,938,0
12790,949,0
12791,949,0
12792,961,0
12793,966,0
12794,988,0
12795,1005,0
12796,1037,0
12797,1060,0
12798,1123,0
12799,1148,0
12800,1203,0
12801,1264,0
12802,1361,0
12803,1497,0
12804,1586,0
12805,1615,0
12806,1572,0
12807,1626,0
12808,1712,0
12809,1660,0
12810,1635,0
12811,1696,0
12812,1773,0
12813,1735,0
12814,1723,0
12815,1724,0
12816,1704,0
12817,1686,0
12818,1659,0
12819,1658,0
12820,1690,0
12821,1684,0
12822,1669,0
12823,1671,0
12824,1685,0
12825,1673,0
12826,1635,0
12827,1636,0
12828,1613,0
12829,1560,0
12830,1557,0
12831,1565,0
12832,1591,0
12833,1546,0
12834,1509,0
12835,1491,0
12836,1430,0
12837,1353,0
12838,1221,0
12839,1164,0
12840,1131,0
12841,1101,0
12842,1034,0
12843,1005,0
12844,999,0
12845,977,0
12846,973,0
12847,947,0
12848,965,0
12849,946,0
12850,958,0
12851,966,0
12852,964,0
12853,964,0
12854,964,0
12855,970,0
12856,969,0
12857,972,0
12858,966,0
12859,987,0
12860,977,0
12861,974,0
12862,976,0
12863,989,0
12864,986,0
12865,990,0
12866,988,0
12867,972,0
12868,990,0
12869,997,0
12870,974,0
12871,985,0
12872,970,0
12873,988,0
12874,982,0
12875,982,0
12876,973,0
12877,979,0
12878,978,0
12879,991,0
12880,982,0
12881,997,0
12882,985,0
12883,1001,0
12884,1001,0
12885,1013,0
12886,1002,0
12887,1001,0
12888,980,0
12889,1001,0
12890,1025,0
12891,1052,0
12892,1075,0
12893,1095,0
12894,1134,0
12895,1185,0
12896,1260,0
12897,1343,0
12898,1360,0
12899,1458,0
12900,1560,0
12901,1558,0
12902,1571,0
12903,1648,0
12904,1714,0
12905,1694,0
12906,1639,0
12907,1690,0
12908,1768,0
12909,1674,0
12910,1673,0
12911,1772,0
12912,1731,0
12913,1688,0
12914,1662,0
12915,1695,0
12916,1664,0
12917,1681,0
12918,1676,0
12919,1616,0
12920,1614,0
12921,1636,0
12922,1621,0
12923,1600,0
12924,1578,0
12925,1556,0
12926,1519,0
12927,1525,0
12928,1498,0
12929,1478,0
12930,1417,0
12931,1398,0
12932,1381,0
12933,1260,0
12934,1187,0
12935,1149,0
12936,1182,0
12937,1119,0
12938,1089,0
12939,1049,0
12940,1055,0
12941,991,0
12942,1004,0
12943,1016,0
12944,1007,0
12945,1018,0
12946,1021,0
12947,979,0
12948,979,0
12949,959,0
12950,942,0
12951,969,0
12952,960,0
12953,954,0
12954,946,0
12955,972,0
12956,956,0
12957,997,0
12958,987,0
12959,995,0
12960,995,0
12961,986,0
12962,973,0
12963,977,0
12964,945,0
12965,950,0
12966,949,0
12967,944,0
12968,950,0
12969,949,0
12970,960,0
12971,944,0
12972,961,0
12973,976,0
12974,975,0
12975,986,0
12976,961,0
12977,956,0
12978,945,0
12979,940,0
12980,951,0
12981,925,0
12982,929,0
12983,905,0
12984,890,0
12985,934,0
12986,954,0
12987,959,0
12988,987,0
12989,1055,0
12990,1086,0
12991,1149,0
12992,1211,0
12993,1269,0
12994,1370,0
12995,1450,0
12996,1482,0
12997,1538,0
12998,1564,0
12999,1621,0
13000,1629,0
13001,1555,0
13002,1583,0
13003,1668,0
13004,1626,0
13005,1601,0
13006,1578,0
13007,1569,0
13008,1611,0
13009,1593,0
13010,1575,0
13011,1590,0
13012,1563,0
13013,1546,0
13014,1517,0
13015,1529,0
13016,1537,0
13017,1518,0
13018,1449,0
13019,1466,0
13020,1496,0
13021,1410,0
13022,1395,0
13023,1382,0
13024,1365,0
13025,1341,0
13026,1283,0
13027,1284,0
13028,1214,0
13029,1147,0
13030,1125,0
13031,1083,0
13032,1040,0
13033,1018,0
13034,965,0
13035,950,0
13036,943,0
13037,920,0
13038,900,0
13039,896,0
13040,885,0
13041,873,0
13042,899,0
13043,894,0
13044,907,0
13045,917,0
13046,935,0
13047,942,0
13048,947,0
13049,954,0
13050,961,0
13051,972,0
13052,992,0
13053,997,0
13054,981,0
13055,975,0
13056,1004,0
13057,988,1
13058,1001,1
13059,987,1
13060,1004,1
13061,991,1
13062,984,1
13063,976,1
13064,964,1
13065,968,1
13066,974,1
13067,974,1
13068,942,1
13069,878,1
13070,905,1
13071,930,1
13072,918,1
13073,927,1
13074,906,1
13075,929,1
13076,919,1
13077,919,1
13078,920,1
13079,920,1
13080,930,1
13081,913,1
13082,898,1
13083,894,1
13084,896,1
13085,905,1
13086,903,1
13087,908,1
13088,918,1
13089,921,1
13090,927,1
13091,928,1
13092,928,1
13093,931,1
13094,943,1
13095,931,1
13096,935,1
13097,934,1
13098,916,1
13099,910,1
13100,886,1
13101,889,1
13102,886,1
13103,898,1
13104,917,1
13105,912,1
13106,894,1
13107,897,1
13108,915,1
13109,899,1
13110,911,1
13111,917,1
13112,911,1
13113,923,1
13114,912,1
13115,899,1
13116,895,1
13117,912,1
13118,899,1
13119,892,1
13120,895,1
13121,891,1
13122,900,1
13123,905,1
13124,897,1
13125,895,1
13126,896,1
13127,887,1
13128,888,1
13129,894,1
13130,888,1
13131,887,1
13132,885,1
13133,892,1
13134,887,1
13135,886,1
13136,880,1
13137,882,1
13138,898,1
13139,881,1
13140,887,1
13141,890,1
13142,879,1
13143,876,1
13144,888,1
13145,881,1
13146,875,1
13147,882,1
13148,870,1
13149,882,1
13150,904,1
13151,904,1
13152,923,1
13153,925,1
13154,939,1
13155,924,1
13156,902,1
13157,911,1
13158,921,1
13159,924,1
13160,935,1
13161,928,1
13162,929,1
13163,937,1
13164,938,1
13165,949,1
13166,957,1
13167,946,1
13168,816,1
13169,780,1
13170,827,1
13171,868,1
13172,851,1
13173,864,1
13174,910,1
13175,894,1
13176,892,1
13177,902,1
13178,894,1
13179,890,1
13180,912,1
13181,918,1
13182,900,1
13183,828,1
13184,855,1
13185,853,1
13186,860,1
13187,882,1
13188,888,1
13189,893,1
13190,892,1
13191,903,1
13192,909,1
13193,941,1
13194,931,1
13195,892,1
13196,842,1
13197,859,1
13198,881,1
13199,907,1
13200,924,1
13201,927,1
13202,905,1
13203,890,1
13204,874,1
13205,849,1
13206,874,1
13207,856,1
13208,841,1
13209,856,1
13210,871,1
13211,885,1
13212,892,1
13213,867,1
13214,871,1
13215,883,1
13216,888,1
13217,871,1
13218,867,1
13219,868,1
13220,871,1
13221,869,1
13222,875,1
13223,877,1
13224,887,1
13225,887,1
13226,880,1
13227,887,1
13228,908,1
13229,909,1
13230,886,1
13231,886,1
13232,887,1
13233,887,1
13234,894,1
13235,894,1
13236,887,1
13237,878,1
13238,880,1
13239,878,1
13240,879,1
13241,882,1
13242,889,1
13243,883,1
13244,896,1
13245,903,1
13246,895,1
13247,892,1
13248,895,1
13921,894,0
13922,892,0
13923,895,0
13924,883,0
13925,893,0
13926,897,0
13927,885,0
13928,887,0
13929,911,0
13930,904,0
13931,901,0
13932,895,0
13933,910,0
13934,919,0
13935,909,0
13936,906,0
13937,922,0
13938,913,0
13939,913,0
13940,909,0
13941,929,0
13942,926,0
13943,913,0
13944,919,0
13945,935,0
13946,919,0
13947,960,0
13948,1006,0
13949,1016,0
13950,1073,0
13951,1127,0
13952,1177,0
13953,1239,0
13954,1287,0
13955,1396,0
13956,1491,0
13957,1496,0
13958,1491,0
13959,1581,0
13960,1630,0
13961,1567,0
13962,1546,0
13963,1574,0
13964,1606,0
13965,1637,0
13966,1607,0
13967,1611,0
13968,1604,0
13969,1591,0
13970,1591,0
13971,1569,0
13972,1616,0
13973,1644,0
13974,1621,0
13975,1599,0
13976,1615,0
13977,1588,0
13978,1576,0
13979,1554,0
13980,1550,0
13981,1552,0
13982,1530,0
13983,1549,0
13984,1522,0
13985,1483,0
13986,1437,0
13987,1385,0
13988,1310,0
13989,1190,0
13990,1166,0
13991,1140,0
13992,1093,0
13993,1071,0
13994,1011,0
13995,1007,0
13996,985,0
13997,955,0
13998,946,0
13999,955,0
14000,944,0
14001,940,0
14002,954,0
14003,945,0
14004,919,0
14005,933,0
14006,908,0
14007,928,0
14008,940,0
14009,944,0
14010,945,0
14011,968,0
14012,921,0
14013,927,0
14014,922,0
14015,902,0
14016,951,0
14017,935,0
14018,920,0
14019,918,0
14020,892,0
14021,881,0
14022,904,0
14023,913,0
14024,925,0
14025,958,0
14026,978,0
14027,971,0
14028,960,0
14029,969,0
14030,996,0
14031,972,0
14032,952,0
14033,921,0
14034,919,0
14035,958,0
14036,1011,0
14037,987,0
14038,917,0
14039,934,0
14040,954,0
14041,963,0
14042,1015,0
14043,1007,0
14044,1056,0
14045,1115,0
14046,1142,0
14047,1224,0
14048,1240,0
14049,1325,0
14050,1378,0
14051,1515,0
14052,1533,0
14053,1597,0
14054,1535,0
14055,1666,0
14056,1688,0
14057,1569,0
14058,1643,0
14059,1697,0
14060,1702,0
14061,1687,0
14062,1640,0
14063,1660,0
14064,1637,0
14065,1607,0
14066,1626,0
14067,1645,0
14068,1687,0
14069,1633,0
14070,1673,0
14071,1670,0
14072,1691,0
14073,1678,0
14074,1586,0
14075,1531,0
14076,1565,0
14077,1597,0
14078,1555,0
14079,1515,0
14080,1571,0
14081,1560,0
14082,1478,0
14083,1526,0
14084,1419,0
14085,1226,0
14086,1171,0
14087,1151,0
14088,1121,0
14089,1065,0
14090,1024,0
14091,1021,0
14092,997,0
14093,971,0
14094,984,0
14095,983,0
14096,971,0
14097,958,0
14098,991,0
14099,981,0
14100,976,0
14101,998,0
14102,946,0
14103,963,0
14104,1008,0
14105,994,0
14106,960,0
14107,970,0
14108,996,0
14109,948,0
14110,978,0
14111,975,0
14112,960,0
14113,960,0
14114,940,0
14115,940,0
14116,1002,0
14117,937,0
14118,928,0
14119,969,0
14120,977,0
14121,969,0
14122,988,0
14123,970,0
14124,964,0
14125,1015,0
14126,981,0
14127,970,0
14128,919,0
14129,894,0
14130,994,0
14131,1037,0
14132,986,0
14133,976,0
14134,998,0
14135,982,0
14136,988,0
14137,983,0
14138,1009,0
14139,1025,0
14140,1008,0
14141,1061,0
14142,1104,0
14143,1168,0
14144,1248,0
14145,1269,0
14146,1343,0
14147,1432,0
14148,1504,0
14149,1501,0
14150,1416,0
14151,1376,0
14152,1356,0
14153,1310,0
14154,1314,0
14155,1377,0
14156,1354,0
14157,1339,0
14158,1328,0
14159,1326,0
14160,1579,0
14161,1625,0
14162,1663,0
14163,1619,0
14164,1604,0
14165,1495,0
14166,1330,0
14167,1359,0
14168,1413,0
14169,1390,0
14170,1343,0
14171,1374,0
14172,1513,0
14173,1602,0
14174,1574,0
14175,1539,0
14176,1518,0
14177,1508,0
14178,1474,0
14179,1416,0
14180,1382,0
14181,1278,0
14182,1219,0
14183,1179,0
14184,1141,0
14185,1112,0
14186,1057,0
14187,1024,0
14188,1017,0
14189,1007,0
14190,1009,0
14191,978,0
14192,991,0
14193,979,0
14194,983,0
14195,990,0
14196,987,0
14197,1010,0
14198,990,0
14199,998,0
14200,993,0
14201,1007,0
14202,1000,0
14203,996,0
14204,995,0
14205,1011,0
14206,998,0
14207,1003,0
14208,975,0
14209,970,0
14210,990,0
14211,983,0
14212,976,0
14213,964,0
14214,985,0
14215,988,0
14216,984,0
14217,966,0
14218,969,0
14219,972,0
14220,969,0
14221,958,0
14222,955,0
14223,953,0
14224,960,0
14225,958,0
14226,950,0
14227,964,0
14228,967,0
14229,962,0
14230,966,0
14231,963,0
14232,955,0
14233,965,0
14234,999,0
14235,1017,0
14236,1045,0
14237,1057,0
14238,1122,0
14239,1177,0
14240,1216,0
14241,1253,0
14242,1345,0
14243,1444,0
14244,1545,0
14245,1538,0
14246,1568,0
14247,1618,0
14248,1660,0
14249,1576,0
14250,1565,0
14251,1636,0
14252,1671,0
14253,1641,0
14254,1643,0
14255,1645,0
14256,1608,0
14257,1566,0
14258,1572,0
14259,1605,0
14260,1649,0
14261,1626,0
14262,1583,0
14263,1556,0
14264,1557,0
14265,1546,0
14266,1517,0
14267,1507,0
14268,1529,0
14269,1539,0
14270,1548,0
14271,1531,0
14272,1468,0
14273,1429,0
14274,1380,0
14275,1361,0
14276,1284,0
14277,1199,0
14278,1166,0
14279,1116,0
14280,1103,0
14281,1066,0
14282,1056,0
14283,1008,0
14284,974,0
14285,957,0
14286,974,0
14287,957,0
14288,950,0
14289,944,0
14290,956,0
14291,961,0
14292,964,0
14293,944,0
14294,930,0
14295,920,0
14296,920,0
14297,916,0
14298,914,0
14299,923,0
14300,924,0
14301,910,0
14302,922,0
14303,923,0
14304,906,0
14305,894,0
14306,883,0
14307,902,0
14308,896,0
14309,887,0
14310,892,0
14311,893,0
14312,899,0
14313,916,0
14314,906,0
14315,891,0
14316,904,0
14317,893,0
14318,906,0
14319,916,0
14320,916,0
14321,901,0
14322,911,0
14323,913,0
14324,902,0
14325,898,0
14326,898,0
14327,899,0
14328,909,0
14329,925,0
14330,932,0
14331,956,0
14332,994,0
14333,1049,0
14334,1086,0
14335,1138,0
14336,1153,0
14337,1202,0
14338,1257,0
14339,1363,0
14340,1382,0
14341,1420,0
14342,1431,0
14343,1511,0
14344,1500,0
14345,1493,0
14346,1481,0
14347,1520,0
14348,1498,0
14349,1503,0
14350,1519,0
14351,1523,0
14352,1487,0
14353,1458,0
14354,1494,0
14355,1524,0
14356,1478,0
14357,1480,0
14358,1473,0
14359,1477,0
14360,1486,0
14361,1478,0
14362,1454,0
14363,1469,0
14364,1494,0
14365,1477,0
14366,1463,0
14367,1439,0
14368,1412,0
14369,1403,0
14370,1375,0
14371,1322,0
14372,1289,0
14373,1212,0
14374,1197,0
14375,1146,0
14376,1100,0
14377,1041,0
14378,1019,0
14379,950,0
14380,954,0
14381,960,0
14382,938,0
14383,950,0
14384,941,0
14385,945,0
14386,948,0
14387,943,0
14388,962,0
14389,947,0
14390,943,0
14391,945,0
14392,938,0
14393,960,0
14394,975,0
14395,955,0
14396,961,0
14397,958,0
14398,946,0
14399,940,0
14400,955,0
14401,945,1
14402,943,1
14403,968,1
14404,957,1
14405,958,1
14406,956,1
14407,959,1
14408,952,1
14409,941,1
14410,948,1
14411,944,1
14412,939,1
14413,939,1
14414,924,1
14415,915,1
14416,918,1
14417,920,1
14418,929,1
14419,923,1
14420,906,1
14421,909,1
14422,911,1
14423,893,1
14424,894,1
14425,889,1
14426,874,1
14427,869,1
14428,884,1
14429,883,1
14430,889,1
14431,897,1
14432,908,1
14433,897,1
14434,876,1
14435,861,1
14436,875,1
14437,872,1
14438,863,1
14439,847,1
14440,851,1
14441,891,1
14442,864,1
14443,894,1
14444,894,1
14445,929,1
14446,910,1
14447,919,1
14448,905,1
14449,915,1
14450,917,1
14451,915,1
14452,902,1
14453,911,1
14454,895,1
14455,893,1
14456,889,1
14457,889,1
14458,856,1
14459,888,1
14460,844,1
14461,882,1
14462,867,1
14463,862,1
14464,841,1
14465,855,1
14466,896,1
14467,851,1
14468,861,1
14469,872,1
14470,881,1
14471,882,1
14472,928,1
14473,919,1
14474,910,1
14475,881,1
14476,880,1
14477,874,1
14478,886,1
14479,839,1
14480,885,1
14481,897,1
14482,951,1
14483,936,1
14484,926,1
14485,891,1
14486,878,1
14487,864,1
14488,876,1
14489,873,1
14490,875,1
14491,863,1
14492,857,1
14493,859,1
14494,854,1
14495,874,1
14496,866,1
14497,874,1
14498,846,1
14499,858,1
14500,857,1
14501,871,1
14502,870,1
14503,864,1
14504,868,1
14505,867,1
14506,888,1
14507,893,1
14508,905,1
14509,906,1
14510,874,1
14511,847,1
14512,865,1
14513,845,1
14514,879,1
14515,903,1
14516,895,1
14517,889,1
14518,880,1
14519,881,1
14520,865,1
14521,865,1
14522,860,1
14523,869,1
14524,859,1
14525,846,1
14526,862,1
14527,884,1
14528,929,1
14529,896,1
14530,875,1
14531,831,1
14532,855,1
14533,861,1
14534,836,1
14535,838,1
14536,831,1
14537,837,1
14538,841,1
14539,845,1
14540,865,1
14541,863,1
14542,837,1
14543,884,1
14544,899,1
14545,842,1
14546,850,1
14547,865,1
14548,857,1
14549,863,1
14550,895,1
14551,863,1
14552,872,1
14553,884,1
14554,871,1
14555,874,1
14556,877,1
14557,873,1
14558,875,1
14559,892,1
14560,891,1
14561,880,1
14562,887,1
14563,874,1
14564,872,1
14565,870,1
14566,875,1
14567,852,1
14568,867,1
14569,879,1
14570,885,1
14571,870,1
14572,875,1
14573,879,1
14574,868,1
14575,881,1
14576,881,1
14577,885,1
14578,871,1
14579,892,1
14580,872,1
14581,882,1
14582,846,1
14583,863,1
14584,872,1
14585,867,1
14586,870,1
14587,867,1
14588,883,1
14589,896,1
14590,896,1
14591,913,1
14592,889,1
14593,887,0
14594,874,0
14595,882,0
14596,882,0
14597,865,0
14598,863,0
14599,886,0
14600,897,0
14601,907,0
14602,913,0
14603,933,0
14604,898,0
14605,889,0
14606,902,0
14607,917,0
14608,883,0
14609,888,0
14610,870,0
14611,863,0
14612,870,0
14613,882,0
14614,863,0
14615,872,0
14616,891,0
14617,929,0
14618,918,0
14619,946,0
14620,975,0
14621,1012,0
14622,1038,0
14623,1132,0
14624,1188,0
14625,1238,0
14626,1274,0
14627,1336,0
14628,1423,0
14629,1493,0
14630,1475,0
14631,1590,0
14632,1716,0
